q,K,path,digit,G,G2,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10
26,2,22,2,893,1122,0,64,46,34,22,14,11,5,4,4,2,70,73,50,34,22,13,8,6,4,3,2
26,3,100,0,1291,1715,72,76,55,34,23,14,10,8,4,3,2,0,105,79,52,33,19,12,10,9,4,3
26,3,100,1,1291,1813,72,76,55,34,23,14,10,8,4,3,2,0,96,75,55,38,23,16,10,6,5,3
26,3,100,2,1291,1765,72,76,55,34,23,14,10,8,4,3,2,0,103,78,49,30,25,16,10,5,3,2
26,3,101,0,1302,1716,70,72,45,35,26,18,12,5,3,3,3,0,101,76,49,33,22,18,12,5,4,2
26,3,101,1,1302,1762,70,72,45,35,26,18,12,5,3,3,3,0,98,72,49,39,27,15,10,5,3,3
26,3,101,2,1302,1758,70,72,45,35,26,18,12,5,3,3,3,0,96,77,55,36,24,14,7,7,5,4
26,3,102,0,1322,1840,76,70,52,33,21,16,10,8,7,3,2,0,100,75,50,33,23,15,10,9,7,3
26,3,102,1,1322,1787,76,70,52,33,21,16,10,8,7,3,2,0,101,76,51,35,22,17,11,7,5,2
26,3,102,2,1322,1813,76,70,52,33,21,16,10,8,7,3,2,0,100,74,54,35,25,17,12,7,3,3
26,3,120,0,1357,1845,79,72,53,35,20,16,12,9,6,3,2,0,104,80,55,35,22,17,11,6,5,4
26,3,120,1,1357,1843,79,72,53,35,20,16,12,9,6,3,2,0,103,75,52,35,25,18,12,8,4,2
26,3,120,2,1357,1861,79,72,53,35,20,16,12,9,6,3,2,0,103,76,52,36,24,16,12,9,5,2
26,3,121,0,1417,2071,68,79,49,33,23,15,10,8,6,5,3,0,102,76,52,33,27,18,11,8,5,5
26,3,121,1,1417,2009,68,79,49,33,23,15,10,8,6,5,3,0,103,79,48,35,22,16,13,10,7,3
26,3,122,0,1409,1974,72,68,49,36,27,17,11,7,5,4,3,0,100,76,58,41,26,16,10,9,5,4
26,3,122,1,1409,2021,72,68,49,36,27,17,11,7,5,4,3,0,97,78,54,36,26,18,13,8,7,3
26,3,122,2,1409,1965,72,68,49,36,27,17,11,7,5,4,3,0,106,77,51,37,26,17,11,6,4,4
26,3,200,0,1051,1349,74,66,48,33,21,14,8,6,4,3,1,0,92,73,43,30,20,11,7,4,3,2
26,3,200,1,1051,1373,74,66,48,33,21,14,8,6,4,3,1,0,97,67,51,31,17,11,8,5,2,1
26,3,200,2,1051,1341,74,66,48,33,21,14,8,6,4,3,1,0,89,64,44,29,20,14,7,5,3,1
26,3,201,0,1025,1270,71,74,51,31,19,13,9,6,3,2,1,0,89,71,46,28,18,12,6,3,2,1
26,3,201,1,1025,1277,71,74,51,31,19,13,9,6,3,2,1,0,97,70,43,26,19,11,7,5,2,1
26,3,201,2,1025,1304,71,74,51,31,19,13,9,6,3,2,1,0,94,68,46,30,16,11,8,4,2,1
26,3,202,0,1078,1393,66,71,48,33,23,13,8,5,4,2,2,0,95,66,48,29,19,12,8,5,2,2
26,3,202,1,1078,1415,66,71,48,33,23,13,8,5,4,2,2,0,87,72,45,31,18,10,7,5,4,2
26,3,202,2,1078,1424,66,71,48,33,23,13,8,5,4,2,2,0,94,72,46,31,21,13,7,4,3,1
26,3,210,0,1141,1554,68,73,45,32,23,15,10,7,4,2,2,0,88,68,48,33,24,14,9,6,3,1
26,3,210,1,1141,1476,68,73,45,32,23,15,10,7,4,2,2,0,95,78,46,29,18,13,10,5,3,2
26,3,210,2,1141,1489,68,73,45,32,23,15,10,7,4,2,2,0,99,68,47,34,22,14,7,5,3,2
26,3,211,0,1126,1492,68,68,47,32,22,16,10,6,3,3,1,0,88,69,49,35,22,12,7,5,3,2
26,3,211,1,1126,1587,68,68,47,32,22,16,10,6,3,3,1,0,95,71,49,28,21,15,9,6,3,2
26,3,211,2,1126,1469,68,68,47,32,22,16,10,6,3,3,1,0,95,70,44,32,20,14,9,4,3,2
26,3,212,0,1151,1528,73,68,53,33,22,14,9,6,4,1,1,0,100,73,45,30,20,12,8,5,3,2
26,3,212,1,1151,1578,73,68,53,33,22,14,9,6,4,1,1,0,93,72,55,33,19,12,7,5,3,1
26,3,212,2,1151,1565,73,68,53,33,22,14,9,6,4,1,1,0,94,69,46,30,21,14,9,5,3,2
26,3,220,0,1122,1550,66,70,46,33,22,15,11,5,4,3,2,0,92,70,50,34,22,14,9,5,5,2
26,3,220,1,1122,1471,66,70,46,33,22,15,11,5,4,3,2,0,92,71,45,29,22,14,8,3,2,2
26,3,220,2,1122,1513,66,70,46,33,22,15,11,5,4,3,2,0,94,71,47,33,19,13,9,7,3,2
26,3,221,0,1184,1551,73,66,49,32,21,15,10,7,5,3,1,0,93,70,48,32,21,14,11,6,2,1
26,3,221,1,1184,1609,73,66,49,32,21,15,10,7,5,3,1,0,96,70,49,35,21,12,7,6,5,4
26,3,221,2,1184,1585,73,66,49,32,21,15,10,7,5,3,1,0,95,71,48,29,22,17,10,6,4,1
26,3,222,0,1122,1443,70,73,50,34,22,13,8,6,4,3,2,0,96,71,47,30,18,13,8,6,4,2
26,3,222,1,1122,1545,70,73,50,34,22,13,8,6,4,3,2,0,92,73,49,32,22,14,9,4,2,2
26,3,222,2,1122,1454,70,73,50,34,22,13,8,6,4,3,2,0,98,72,47,31,19,10,7,6,4,2
26,4,1000,0,1715,1724,0,105,79,52,33,19,12,10,9,4,3,0,105,112,77,46,30,20,14,10,5,2
26,4,1000,1,1715,1867,0,105,79,52,33,19,12,10,9,4,3,0,112,112,76,46,30,20,15,10,7,4
26,4,1000,2,1715,1877,0,105,79,52,33,19,12,10,9,4,3,0,112,105,71,53,33,20,12,9,7,4
26,4,1001,0,1813,1884,0,96,75,55,38,23,16,10,6,5,3,0,112,108,76,55,31,21,16,9,6,3
26,4,1001,1,1813,1867,0,96,75,55,38,23,16,10,6,5,3,0,108,110,78,58,40,22,12,7,5,4
26,4,1001,2,1813,1898,0,96,75,55,38,23,16,10,6,5,3,0,110,112,80,46,33,23,15,11,6,4
26,4,1002,0,1765,1850,0,103,78,49,30,25,16,10,5,3,2,0,103,111,70,51,35,21,13,9,5,4
26,4,1002,1,1765,1892,0,103,78,49,30,25,16,10,5,3,2,0,111,112,81,47,27,20,14,9,6,3
26,4,1002,2,1765,1861,0,103,78,49,30,25,16,10,5,3,2,0,112,103,72,47,34,25,14,7,4,3
26,4,1010,0,1716,1776,0,101,76,49,33,22,18,12,5,4,2,0,100,113,66,52,34,21,13,7,4,4
26,4,1010,1,1716,1929,0,101,76,49,33,22,18,12,5,4,2,0,113,113,86,50,33,23,14,11,6,4
26,4,1010,2,1716,1822,0,101,76,49,33,22,18,12,5,4,2,0,113,100,73,47,33,23,18,9,5,2
26,4,1011,0,1762,1834,0,98,72,49,39,27,15,10,5,3,3,0,116,103,73,47,34,23,14,8,5,3
26,4,1011,1,1762,1883,0,98,72,49,39,27,15,10,5,3,3,0,103,106,74,56,34,20,14,10,5,3
26,4,1011,2,1762,1882,0,98,72,49,39,27,15,10,5,3,3,0,106,116,80,52,38,24,12,7,5,4
26,4,1012,0,1758,1790,0,96,77,55,36,24,14,7,7,5,4,0,110,108,76,52,33,23,12,6,6,4
26,4,1012,1,1758,1801,0,96,77,55,36,24,14,7,7,5,4,0,108,109,75,51,36,22,12,9,4,3
26,4,1012,2,1758,1812,0,96,77,55,36,24,14,7,7,5,4,0,109,110,80,51,30,18,15,10,8,4
26,4,1020,0,1840,1946,0,100,75,50,33,23,15,10,9,7,3,0,108,109,74,51,35,21,13,10,8,6
26,4,1020,1,1840,1956,0,100,75,50,33,23,15,10,9,7,3,0,109,111,77,49,34,26,14,12,8,3
26,4,1020,2,1840,1960,0,100,75,50,33,23,15,10,9,7,3,0,111,108,77,53,34,23,20,10,6,4
26,4,1021,0,1787,1890,0,101,76,51,35,22,17,11,7,5,2,0,112,114,77,49,36,24,15,8,5,2
26,4,1021,1,1787,1847,0,101,76,51,35,22,17,11,7,5,2,0,114,104,76,49,32,20,17,12,5,3
26,4,1021,2,1787,1890,0,101,76,51,35,22,17,11,7,5,2,0,104,112,76,55,34,23,13,8,7,5
26,4,1022,0,1813,1874,0,100,74,54,35,25,17,12,7,3,3,0,110,111,74,53,32,24,17,9,5,2
26,4,1022,1,1813,1886,0,100,74,54,35,25,17,12,7,3,3,0,111,112,79,56,37,25,15,8,3,3
26,4,1022,2,1813,1891,0,100,74,54,35,25,17,12,7,3,3,0,112,110,80,50,36,21,13,11,8,4
26,4,1200,0,1845,1951,0,104,80,55,35,22,17,11,6,5,4,0,117,111,79,54,35,21,15,12,7,5
26,4,1200,1,1845,1880,0,104,80,55,35,22,17,11,6,5,4,0,111,114,79,51,34,23,15,8,7,3
26,4,1200,2,1845,1940,0,104,80,55,35,22,17,11,6,5,4,0,114,117,80,53,34,24,16,9,4,4
26,4,1201,0,1843,1941,0,103,75,52,35,25,18,12,8,4,2,0,115,112,83,56,36,23,15,10,6,3
26,4,1201,1,1843,1914,0,103,75,52,35,25,18,12,8,4,2,0,112,110,73,51,37,24,15,10,7,3
26,4,1201,2,1843,1882,0,103,75,52,35,25,18,12,8,4,2,0,110,115,78,52,34,25,17,9,4,3
26,4,1202,0,1861,1993,0,103,76,52,36,24,16,12,9,5,2,0,109,115,81,55,37,23,16,9,5,3
26,4,1202,1,1861,1894,0,103,76,52,36,24,16,12,9,5,2,0,115,114,77,50,33,23,15,11,7,4
26,4,1202,2,1861,1959,0,103,76,52,36,24,16,12,9,5,2,0,114,109,77,54,37,25,16,11,7,3
26,4,1210,0,2071,2280,0,102,76,52,33,27,18,11,8,5,5,0,117,116,84,56,37,27,19,11,6,5
26,4,1210,1,2071,2239,0,102,76,52,33,27,18,11,8,5,5,0,116,111,81,55,39,25,16,14,10,6
26,4,1210,2,2071,2304,0,102,76,52,33,27,18,11,8,5,5,0,111,117,77,55,38,29,19,11,9,6
26,4,1211,0,2009,2200,0,103,79,48,35,22,16,13,10,7,3,0,112,115,79,57,39,27,20,12,8,4
26,4,1211,1,2009,2240,0,103,79,48,35,22,16,13,10,7,3,0,115,114,81,52,38,23,16,12,8,6
26,4,1211,2,2009,2227,0,103,79,48,35,22,16,13,10,7,3,0,114,112,78,50,34,26,18,14,9,5
26,4,1220,0,1974,2101,0,100,76,58,41,26,16,10,9,5,4,0,121,122,88,59,35,23,14,9,8,6
26,4,1220,1,1974,2055,0,100,76,58,41,26,16,10,9,5,4,0,122,106,82,57,39,27,16,12,7,3
26,4,1220,2,1974,2144,0,100,76,58,41,26,16,10,9,5,4,0,106,121,79,57,41,24,18,11,7,4
26,4,1221,0,2021,2203,0,97,78,54,36,26,18,13,8,7,3,0,112,116,82,55,37,26,19,13,8,4
26,4,1221,1,2021,2137,0,97,78,54,36,26,18,13,8,7,3,0,116,116,84,60,35,24,18,11,7,4
26,4,1221,2,2021,2236,0,97,78,54,36,26,18,13,8,7,3,0,116,112,81,54,43,29,16,11,7,6
26,4,1222,0,1965,2106,0,106,77,51,37,26,17,11,6,4,4,0,111,113,75,53,39,27,16,8,6,5
26,4,1222,1,1965,2097,0,106,77,51,37,26,17,11,6,4,4,0,113,121,84,57,37,23,15,12,5,4
26,4,1222,2,1965,2133,0,106,77,51,37,26,17,11,6,4,4,0,121,111,80,52,35,24,17,11,9,5
26,4,2000,0,1349,1356,0,92,73,43,30,20,11,7,4,3,2,0,99,94,63,38,28,17,10,5,3,2
26,4,2000,1,1349,1279,0,92,73,43,30,20,11,7,4,3,2,0,94,92,66,43,24,13,8,6,3,1
26,4,2000,2,1349,1304,0,92,73,43,30,20,11,7,4,3,2,0,92,99,64,39,25,17,9,5,3,2
26,4,2001,0,1373,1294,0,97,67,51,31,17,11,8,5,2,1,0,96,93,62,44,27,16,9,4,3,2
26,4,2001,1,1373,1344,0,97,67,51,31,17,11,8,5,2,1,0,93,102,66,41,27,16,9,6,2,1
26,4,2001,2,1373,1321,0,97,67,51,31,17,11,8,5,2,1,0,102,96,66,42,22,13,10,7,4,1
26,4,2002,0,1341,1320,0,89,64,44,29,20,14,7,5,3,1,0,98,91,68,44,23,16,9,6,4,1
26,4,2002,1,1341,1319,0,89,64,44,29,20,14,7,5,3,1,0,91,87,60,40,30,19,12,5,2,1
26,4,2002,2,1341,1300,0,89,64,44,29,20,14,7,5,3,1,0,87,98,59,39,26,15,9,5,3,2
26,4,2010,0,1270,1243,0,89,71,46,28,18,12,6,3,2,1,0,90,98,65,39,23,13,11,6,2,1
26,4,2010,1,1270,1255,0,89,71,46,28,18,12,6,3,2,1,0,98,89,67,40,21,13,8,3,3,2
26,4,2010,2,1270,1191,0,89,71,46,28,18,12,6,3,2,1,0,89,90,56,38,27,17,6,4,2,1
26,4,2011,0,1277,1225,0,97,70,43,26,19,11,7,5,2,1,0,92,91,56,41,25,16,9,4,3,2
26,4,2011,1,1277,1237,0,97,70,43,26,19,11,7,5,2,1,0,91,98,67,39,26,15,7,4,2,1
26,4,2011,2,1277,1192,0,97,70,43,26,19,11,7,5,2,1,0,98,92,61,34,20,14,10,7,3,0
26,4,2012,0,1304,1217,0,94,68,46,30,16,11,8,4,2,1,0,97,92,61,38,26,14,7,6,3,1
26,4,2012,1,1304,1223,0,94,68,46,30,16,11,8,4,2,1,0,92,91,61,38,22,14,11,6,3,1
26,4,2012,2,1304,1199,0,94,68,46,30,16,11,8,4,2,1,0,91,97,64,42,24,14,8,3,1,1
26,4,2020,0,1393,1347,0,95,66,48,29,19,12,8,5,2,2,0,97,91,60,42,26,18,11,6,3,2
26,4,2020,1,1393,1428,0,95,66,48,29,19,12,8,5,2,2,0,91,99,66,44,27,14,10,6,3,2
26,4,2020,2,1393,1348,0,95,66,48,29,19,12,8,5,2,2,0,99,97,66,40,25,17,9,6,4,1
26,4,2021,0,1415,1369,0,87,72,45,31,18,10,7,5,4,2,0,95,97,66,38,26,17,10,7,3,2
26,4,2021,1,1415,1376,0,87,72,45,31,18,10,7,5,4,2,0,97,90,64,43,26,14,10,7,5,3
26,4,2021,2,1415,1416,0,87,72,45,31,18,10,7,5,4,2,0,90,95,65,42,26,16,9,5,4,2
26,4,2022,0,1424,1450,0,94,72,46,31,21,13,7,4,3,1,0,103,95,70,45,28,17,10,5,3,1
26,4,2022,1,1424,1389,0,94,72,46,31,21,13,7,4,3,1,0,95,96,64,41,29,17,9,5,3,3
26,4,2022,2,1424,1433,0,94,72,46,31,21,13,7,4,3,1,0,96,103,66,42,25,17,11,7,4,2
26,4,2100,0,1554,1515,0,88,68,48,33,24,14,9,6,3,1,0,97,100,72,47,31,20,11,7,4,2
26,4,2100,1,1554,1525,0,88,68,48,33,24,14,9,6,3,1,0,100,99,67,42,30,21,13,8,4,1
26,4,2100,2,1554,1604,0,88,68,48,33,24,14,9,6,3,1,0,99,97,69,51,31,18,11,6,4,3
26,4,2101,0,1476,1494,0,95,78,46,29,18,13,10,5,3,2,0,99,105,70,43,24,16,13,9,4,2
26,4,2101,1,1476,1428,0,95,78,46,29,18,13,10,5,3,2,0,105,96,70,43,29,18,10,5,4,2
26,4,2101,2,1476,1458,0,95,78,46,29,18,13,10,5,3,2,0,96,99,65,41,28,18,11,7,3,2
26,4,2102,0,1489,1432,0,99,68,47,34,22,14,7,5,3,2,0,98,96,63,44,32,19,11,6,2,2
26,4,2102,1,1489,1418,0,99,68,47,34,22,14,7,5,3,2,0,96,108,69,47,27,14,10,7,5,2
26,4,2102,2,1489,1530,0,99,68,47,34,22,14,7,5,3,2,0,108,98,71,44,29,21,11,5,4,2
26,4,2110,0,1492,1538,0,88,69,49,35,22,12,7,5,3,2,0,100,97,72,45,28,16,10,8,5,1
26,4,2110,1,1492,1452,0,88,69,49,35,22,12,7,5,3,2,0,97,97,65,45,29,20,11,5,3,3
26,4,2110,2,1492,1558,0,88,69,49,35,22,12,7,5,3,2,0,97,100,69,47,31,17,10,6,4,3
26,4,2111,0,1587,1631,0,95,71,49,28,21,15,9,6,3,2,0,97,104,67,44,28,19,12,8,4,3
26,4,2111,1,1587,1648,0,95,71,49,28,21,15,9,6,3,2,0,104,101,71,46,27,19,13,8,6,3
26,4,2111,2,1587,1639,0,95,71,49,28,21,15,9,6,3,2,0,101,97,69,46,32,21,13,7,4,2
26,4,2112,0,1469,1448,0,95,70,44,32,20,14,9,4,3,2,0,96,99,61,41,28,19,14,6,3,2
26,4,2112,1,1469,1438,0,95,70,44,32,20,14,9,4,3,2,0,99,99,68,46,28,15,9,7,4,2
26,4,2112,2,1469,1451,0,95,70,44,32,20,14,9,4,3,2,0,99,96,70,42,29,19,10,6,3,2
26,4,2120,0,1528,1521,0,100,73,45,30,20,12,8,5,3,2,0,100,103,72,41,27,17,9,7,4,3
26,4,2120,1,1528,1566,0,100,73,45,30,20,12,8,5,3,2,0,103,98,62,39,27,20,12,8,5,3
26,4,2120,2,1528,1541,0,100,73,45,30,20,12,8,5,3,2,0,98,100,67,48,29,16,12,6,4,2
26,4,2121,0,1578,1658,0,93,72,55,33,19,12,7,5,3,1,0,101,102,73,47,27,16,11,7,5,3
26,4,2121,1,1578,1640,0,93,72,55,33,19,12,7,5,3,1,0,102,101,66,46,28,19,10,6,5,2
26,4,2121,2,1578,1609,0,93,72,55,33,19,12,7,5,3,1,0,101,101,72,46,29,16,11,7,3,3
26,4,2122,0,1565,1585,0,94,69,46,30,21,14,9,5,3,2,0,90,104,64,44,30,20,13,7,4,3
26,4,2122,1,1565,1561,0,94,69,46,30,21,14,9,5,3,2,0,104,102,73,43,26,17,12,7,4,3
26,4,2122,2,1565,1638,0,94,69,46,30,21,14,9,5,3,2,0,102,90,65,46,31,20,11,8,5,2
26,4,2200,0,1550,1513,0,92,70,50,34,22,14,9,5,5,2,0,98,101,69,51,31,18,10,6,4,2
26,4,2200,1,1550,1530,0,92,70,50,34,22,14,9,5,5,2,0,101,104,74,47,31,19,12,7,4,2
26,4,2200,2,1550,1541,0,92,70,50,34,22,14,9,5,5,2,0,104,98,68,43,29,20,13,8,4,3
26,4,2201,0,1471,1478,0,92,71,45,29,22,14,8,3,2,2,0,97,97,65,43,28,15,9,6,4,2
26,4,2201,1,1471,1501,0,92,71,45,29,22,14,8,3,2,2,0,97,97,69,43,26,19,11,6,2,2
26,4,2201,2,1471,1490,0,92,71,45,29,22,14,8,3,2,2,0,97,97,65,42,29,20,12,6,4,3
26,4,2202,0,1513,1450,0,94,71,47,33,19,13,9,7,3,2,0,101,98,67,45,31,17,9,7,5,2
26,4,2202,1,1513,1565,0,94,71,47,33,19,13,9,7,3,2,0,98,100,67,44,28,20,13,9,4,1
26,4,2202,2,1513,1454,0,94,71,47,33,19,13,9,7,3,2,0,100,101,71,45,28,17,13,6,4,3
26,4,2210,0,1551,1583,0,93,70,48,32,21,14,11,6,2,1,0,98,97,65,45,31,18,11,7,4,2
26,4,2210,1,1551,1639,0,93,70,48,32,21,14,11,6,2,1,0,97,106,71,46,27,20,12,9,5,2
26,4,2210,2,1551,1629,0,93,70,48,32,21,14,11,6,2,1,0,106,98,72,47,32,20,14,7,3,2
26,4,2211,0,1609,1618,0,96,70,49,35,21,12,7,6,5,4,0,109,98,71,44,30,21,12,7,4,3
26,4,2211,1,1609,1665,0,96,70,49,35,21,12,7,6,5,4,0,98,99,66,47,31,18,13,9,6,4
26,4,2211,2,1609,1594,0,96,70,49,35,21,12,7,6,5,4,0,99,109,73,49,30,17,10,7,6,3
26,4,2212,0,1585,1667,0,95,71,48,29,22,17,10,6,4,1,0,99,102,71,46,31,23,14,7,4,2
26,4,2212,1,1585,1565,0,95,71,48,29,22,17,10,6,4,1,0,102,104,68,45,31,21,14,7,3,2
26,4,2212,2,1585,1638,0,95,71,48,29,22,17,10,6,4,1,0,104,99,71,48,29,18,12,9,6,3
26,4,2220,0,1443,1451,0,96,71,47,30,18,13,8,6,4,2,0,96,101,64,42,28,17,12,7,4,2
26,4,2220,1,1443,1382,0,96,71,47,30,18,13,8,6,4,2,0,101,98,67,41,28,16,10,7,4,1
26,4,2220,2,1443,1462,0,96,71,47,30,18,13,8,6,4,2,0,98,96,68,45,25,18,11,6,4,3
26,4,2221,0,1545,1542,0,92,73,49,32,22,14,9,4,2,2,0,99,103,67,44,29,18,12,7,3,2
26,4,2221,1,1545,1588,0,92,73,49,32,22,14,9,4,2,2,0,103,100,72,47,29,18,11,6,4,3
26,4,2221,2,1545,1567,0,92,73,49,32,22,14,9,4,2,2,0,100,99,71,46,30,20,11,7,4,2
26,4,2222,0,1454,1446,0,98,72,47,31,19,10,7,6,4,2,0,101,102,64,41,28,16,11,7,3,2
26,4,2222,1,1454,1470,0,98,72,47,31,19,10,7,6,4,2,0,102,94,69,46,26,14,10,7,5,3
26,4,2222,2,1454,1422,0,98,72,47,31,19,10,7,6,4,2,0,94,101,66,40,26,19,9,6,5,2
26,5,10000,0,1724,2169,0,105,112,77,46,30,20,14,10,5,2,140,145,108,71,39,27,18,12,8,3,1
26,5,10000,1,1724,2170,0,105,112,77,46,30,20,14,10,5,2,145,139,106,71,47,30,18,9,6,4,2
26,5,10000,2,1724,2123,0,105,112,77,46,30,20,14,10,5,2,139,140,105,65,44,27,18,13,6,3,2
26,5,10001,0,1867,2424,0,112,112,76,46,30,20,15,10,7,4,146,146,112,69,45,30,21,14,10,4,2
26,5,10001,1,1867,2398,0,112,112,76,46,30,20,15,10,7,4,146,144,103,69,46,31,21,12,7,5,2
26,5,10001,2,1867,2439,0,112,112,76,46,30,20,15,10,7,4,144,146,109,74,45,29,18,14,8,6,4
26,5,10002,0,1877,2359,0,112,105,71,53,33,20,12,9,7,4,146,142,106,72,48,32,20,13,8,5,3
26,5,10002,1,1877,2427,0,112,105,71,53,33,20,12,9,7,4,142,143,104,70,50,29,20,12,9,5,2
26,5,10002,2,1877,2391,0,112,105,71,53,33,20,12,9,7,4,143,146,109,72,45,29,17,12,8,6,4
26,5,10010,0,1884,2331,0,112,108,76,55,31,21,16,9,6,3,154,142,112,77,46,30,19,10,8,5,3
26,5,10010,1,1884,2398,0,112,108,76,55,31,21,16,9,6,3,142,145,106,74,55,33,18,11,6,4,3
26,5,10010,2,1884,2374,0,112,108,76,55,31,21,16,9,6,3,145,154,111,70,44,27,22,17,8,4,1
26,5,10011,0,1867,2282,0,108,110,78,58,40,22,12,7,5,4,150,148,113,73,47,33,20,11,7,2,2
26,5,10011,1,1867,2300,0,108,110,78,58,40,22,12,7,5,4,148,149,106,78,54,33,19,8,5,5,2
26,5,10011,2,1867,2282,0,108,110,78,58,40,22,12,7,5,4,149,150,120,78,50,27,14,12,7,5,3
26,5,10012,0,1898,2364,0,110,112,80,46,33,23,15,11,6,4,151,149,109,72,50,33,22,13,7,4,2
26,5,10012,1,1898,2366,0,110,112,80,46,33,23,15,11,6,4,149,143,114,74,45,29,20,14,10,5,2
26,5,10012,2,1898,2392,0,110,112,80,46,33,23,15,11,6,4,143,151,110,75,46,33,20,12,7,4,3
26,5,10020,0,1850,2324,0,103,111,70,51,35,21,13,9,5,4,148,136,110,69,47,34,19,11,6,4,3
26,5,10020,1,1850,2411,0,103,111,70,51,35,21,13,9,5,4,136,143,98,70,51,31,20,13,8,5,3
26,5,10020,2,1850,2356,0,103,111,70,51,35,21,13,9,5,4,143,148,116,74,45,27,18,12,9,5,3
26,5,10021,0,1892,2469,0,111,112,81,47,27,20,14,9,6,3,147,144,101,69,46,31,20,12,8,6,4
26,5,10021,1,1892,2539,0,111,112,81,47,27,20,14,9,6,3,144,146,108,72,46,27,19,14,9,5,3
26,5,10021,2,1892,2398,0,111,112,81,47,27,20,14,9,6,3,146,147,117,73,41,28,20,13,8,5,3
26,5,10022,1,1861,2481,0,112,103,72,47,34,25,14,7,4,3,136,151,108,74,45,30,20,12,8,5,3
26,5,10022,2,1861,2372,0,112,103,72,47,34,25,14,7,4,3,151,140,112,68,46,31,18,10,7,4,3
26,5,10100,0,1776,2188,0,100,113,66,52,34,21,13,7,4,4,138,147,107,65,45,28,19,11,5,5,3
26,5,10100,1,1776,2211,0,100,113,66,52,34,21,13,7,4,4,147,133,109,70,44,27,17,12,9,4,3
26,5,10100,2,1776,2234,0,100,113,66,52,34,21,13,7,4,4,133,138,102,70,50,32,17,9,5,3,2
26,5,10101,0,1929,2375,0,113,113,86,50,33,23,14,11,6,4,150,151,118,82,54,30,15,10,8,5,3
26,5,10101,1,1929,2421,0,113,113,86,50,33,23,14,11,6,4,151,155,114,67,44,34,22,16,7,3,2
26,5,10101,2,1929,2376,0,113,113,86,50,33,23,14,11,6,4,155,150,111,81,46,30,24,12,9,5,2
26,5,10102,0,1822,2382,0,113,100,73,47,33,23,18,9,5,2,145,138,101,70,47,34,22,13,8,3,2
26,5,10102,1,1822,2247,0,113,100,73,47,33,23,18,9,5,2,138,145,101,75,50,31,18,10,6,5,3
26,5,10102,2,1822,2450,0,113,100,73,47,33,23,18,9,5,2,145,145,113,70,45,30,22,16,7,4,2
26,5,10110,0,1834,2341,0,116,103,73,47,34,23,14,8,5,3,149,138,107,66,45,30,19,15,9,5,3
26,5,10110,1,1834,2302,0,116,103,73,47,34,23,14,8,5,3,138,144,99,72,46,32,23,11,7,3,2
26,5,10110,2,1834,2263,0,116,103,73,47,34,23,14,8,5,3,144,149,109,74,48,30,16,9,5,5,3
